"Year","Basin","ReleaseSite","RKM","ArrDate","CountOut","TransportCount","CountBack","estSAR","Salt0","Salt1","Salt2","Salt3","Salt4","Species","Rtype","Run","RTPath","Transported"
2015,"Clearwater","MEAD2C","522.224.120.053.014",123,119,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2015,"Clearwater","NEWSOC","522.224.120.084.000",127,61,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2015,"Salmon","PAHTRP","522.303.489.002",135,302,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2015,"Salmon","SALEFT","522.303.552.029",146,324,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2015,"Tucannon","TUCR","522.100.067",136,356,0,5,1.4,0,5,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2015,"Salmon","YANKFK","522.303.591.014",143,185,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2014,"Clearwater","CLEARC","522.224.120.004",121,267,0,6,2.25,0,1,5,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2014,"Clearwater","CLWRSF","522.224.120",121,721,0,15,2.08,0,2,12,1,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2014,"Clearwater","DWORMS","522.224.065",126,1003,0,19,1.89,0,0,18,1,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2014,"Clearwater","LOLOC","522.224.087",130,216,0,3,1.39,0,0,3,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2014,"Imnaha","LSHEEF","522.308.032.005.008",133,683,0,22,3.22,0,13,9,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2014,"Clearwater","MEAD2C","522.224.120.053.014",121,255,0,6,2.35,0,0,6,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2014,"Clearwater","NEWSOC","522.224.120.084.000",124,97,0,5,5.15,0,1,4,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2014,"Salmon","PAHTRP","522.303.489.002",133,430,0,2,0.47,0,0,2,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2014,"Salmon","SALEFT","522.303.552.029",144,106,0,1,0.94,0,0,1,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2014,"Tucannon","TUCR","522.100.067",140,204,0,12,5.88,0,7,5,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2013,"Clearwater","CLEARC","522.224.120.004",116,264,0,2,0.76,0,0,2,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2013,"Clearwater","CLWRSF","522.224.120",118,702,0,6,0.85,0,0,6,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2013,"Clearwater","DWORMS","522.224.065",122,1828,0,22,1.2,0,4,18,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2013,"Clearwater","LOLOC","522.224.087",135,84,0,1,1.19,0,1,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2013,"Salmon","LSALR","522.303.140.034",132,113,0,2,1.77,0,0,2,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2013,"Imnaha","LSHEEF","522.308.032.005.008",132,720,0,13,1.81,0,10,3,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2013,"Clearwater","MEAD2C","522.224.120.053.014",120,411,0,6,1.46,0,1,5,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2013,"Clearwater","NEWSOC","522.224.120.084.000",126,101,0,1,0.99,0,1,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2013,"Salmon","PAHTRP","522.303.489.002",134,77,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2013,"Salmon","SALEFT","522.303.552.029",145,240,0,4,1.67,0,2,2,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2013,"Salmon","SQAW2C","522.303.564.001",136,57,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2013,"Tucannon","TUCR","522.100.066",145,185,0,7,3.78,0,4,3,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2013,"Salmon","YANKFK","522.303.591.006",148,196,0,1,0.51,0,1,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2012,"Clearwater","CLEARC","522.224.120.004",119,275,0,4,1.45,0,1,3,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2012,"Clearwater","CLWRSF","522.224.120",122,321,0,3,0.93,0,1,2,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2012,"Clearwater","DWORMS","522.224.065",118,1220,0,27,2.21,0,5,21,1,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2012,"Clearwater","LOLOC","522.224.087",129,32,0,1,3.12,0,0,1,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2012,"Salmon","LSALR","522.303.140.034",129,199,0,2,1.01,0,0,2,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2012,"Imnaha","LSHEEF","522.308.032.005.008",132,735,0,16,2.18,0,10,6,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2012,"Clearwater","MEAD2C","522.224.120.053.014",121,144,0,2,1.39,0,1,1,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2012,"Clearwater","NEWSOC","522.224.120.084.000",132,68,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2012,"Salmon","SALEFT","522.303.552.029",139,226,0,4,1.77,0,2,2,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2012,"Salmon","SALR4","522.303.567",138,113,0,1,0.88,0,0,1,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2012,"Salmon","SALREF","522.303.552.001",134,171,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2012,"Tucannon","TUCR","522.100.068",145,326,0,18,5.52,0,7,11,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2011,"Imnaha","BSHEEC","522.308.032",NA,1,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2011,"Clearwater","CLEARC","522.224.120.004",108,532,0,3,0.56,0,0,3,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2011,"Clearwater","CLWRSF","522.224.120",121,2531,0,21,0.83,0,2,19,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2011,"Clearwater","CROOKR","522.224.120.094.001",162,1,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2011,"Clearwater","DWORMS","522.224.065",112,2265,0,17,0.75,0,2,15,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2011,"Clearwater","ELDORC","522.224.087.041",141,18,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2011,"Salmon","LSALR","522.303.140.034",132,105,0,1,0.95,0,1,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2011,"Imnaha","LSHEEF","522.308.032.005.008",137,455,1,3,0.66,0,2,1,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2011,"Salmon","PAHTRP","522.303.489.002",139,12,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2011,"Salmon","SALEFT","522.303.552.029",148,109,0,3,2.75,0,3,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2011,"Salmon","SALREF","522.303.552.001",136,56,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2011,"Salmon","SQAW2C","522.303.564.002",141,53,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2011,"Tucannon","TUCR","522.100.066",142,330,0,8,2.42,0,5,3,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2010,"Imnaha","BSHEEC","522.308.032",132,189,0,3,1.59,0,3,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2010,"Clearwater","CLEARC","522.224.120.004",119,1,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2010,"Clearwater","CLWRSF","522.224.120.031",127,1308,0,26,1.99,0,5,21,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2010,"Clearwater","CROOKR","522.224.120.094.001",136,99,0,3,3.03,0,0,3,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2010,"Clearwater","DWORMS","522.224.065",126,3252,0,35,1.08,0,3,32,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2010,"Clearwater","KOOS","522.224.120.004.001",124,376,0,7,1.86,0,3,4,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2010,"Clearwater","LOLOC","522.224.087",142,41,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2010,"Salmon","LSALR","522.303.140.034",135,322,0,4,1.24,0,2,2,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2010,"Imnaha","LSHEEF","522.308.032.005.008",138,675,0,9,1.33,0,7,2,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2010,"Clearwater","REDP","522.224.120.101.027",129,233,0,3,1.29,0,1,2,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2010,"Salmon","SALREF","522.303.552.029",146,413,0,6,1.45,0,4,2,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2010,"Salmon","SQAW2C","522.303.564.002",147,95,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2010,"Tucannon","TUCR","522.100.017",130,426,0,21,4.93,0,17,4,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2009,"Imnaha","BSHEEC","522.308.032",128,325,0,16,4.92,0,11,5,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2009,"Clearwater","CLEARC","522.224.120.004",122,584,0,13,2.23,0,0,13,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2009,"Clearwater","CLWRSF","522.224.120.062",124,2498,0,35,1.4,0,2,33,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2009,"Clearwater","CROOKR","522.224.120.094.001",137,87,0,1,1.15,0,0,1,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2009,"Clearwater","DWORMS","522.224.065",122,2987,0,45,1.51,0,5,37,3,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2009,"Clearwater","LOLOC","522.224.087.045",133,117,0,1,0.85,0,0,1,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2009,"Salmon","LSALR","522.303.140.034",129,763,0,7,0.92,0,0,7,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2009,"Imnaha","LSHEEF","522.308.032.005.008",134,1065,0,31,2.91,0,21,10,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2009,"Clearwater","MEAD2C","522.224.120.053.014",120,1,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2009,"Clearwater","MILL2C","522.224.120.052.005",127,2,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2009,"Clearwater","REDP","522.224.120.101.027",127,303,0,3,0.99,0,1,2,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2009,"Clearwater","REDR","522.224.120.101.027",130,22,0,1,4.55,0,0,1,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2009,"Salmon","SALREF","522.303.552.001",133,715,0,5,0.7,0,0,5,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2009,"Salmon","SQAW2C","522.303.564.002",137,377,0,3,0.8,0,0,3,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2009,"Tucannon","TUCR","522.100.017",124,467,0,24,5.14,0,21,3,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2008,"Imnaha","BSHEEC","522.308.032",132,185,0,10,5.41,0,10,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2008,"Clearwater","CLEARC","522.224.120.004",127,258,0,6,2.33,0,1,5,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2008,"Clearwater","CLWRSF","522.224.120.031",129,852,0,22,2.58,0,1,21,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2008,"Clearwater","CROOKR","522.224.120.094.015",139,196,0,3,1.53,0,0,3,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2008,"Clearwater","DWORMS","522.224.065",129,2090,0,56,2.68,0,4,51,1,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2008,"Clearwater","LOLOC","522.224.087.045",134,59,0,1,1.69,0,0,1,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2008,"Salmon","LSALR","522.303.140.020",134,403,0,4,0.99,0,1,3,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2008,"Imnaha","LSHEEF","522.308.032.005.008",139,259,0,25,9.65,0,21,4,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2008,"Clearwater","MEAD2C","522.224.120.053.014",134,52,0,1,1.92,0,0,1,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2008,"Clearwater","MILL2C","522.224.120.052.005",140,8,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2008,"Clearwater","REDR","522.224.120.101.027",138,143,0,2,1.4,0,1,1,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2008,"Salmon","SALEFT","522.303.552.029",142,22,0,1,4.55,0,0,1,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2008,"Salmon","SALREF","522.303.552.001",141,292,0,2,0.68,0,2,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2008,"Salmon","SLAT2C","522.303.576.005",143,57,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2008,"Salmon","SQAW2C","522.303.564.002",139,117,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2008,"Salmon","SQUAWP","522.303.564.001",140,38,0,1,2.63,0,1,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2008,"Tucannon","TUCR","522.100.066",133,824,0,80,9.71,0,62,18,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2007,"Imnaha","BSHEEC","522.308.032",143,15,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2007,"Clearwater","CLWRSF","522.224.120.031",130,12,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2007,"Clearwater","CROOKP","522.224.120.094.015",138,18,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2007,"Clearwater","CROOKR","522.224.120.094.001",129,12,0,1,8.33,0,1,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2007,"Clearwater","DWORMS","522.224.065",127,121,0,4,3.31,0,1,3,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2007,"Imnaha","IMNTRP","522.308.007",137,80,0,5,6.25,0,4,1,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2007,"Clearwater","LOLOC","522.224.087.045",129,12,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2007,"Salmon","LSALR","522.303.140.034",132,35,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2007,"Imnaha","LSHEEF","522.308.032.005.008",140,8,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2007,"Clearwater","MEAD2C","522.224.120.053.014",133,19,0,1,5.26,0,1,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2007,"Clearwater","MILL2C","522.224.120.052.005",136,7,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2007,"Clearwater","REDP","522.224.120.101.027",135,20,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2007,"Salmon","SALREF","522.303.552.001",142,18,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2007,"Salmon","SQAW2C","522.303.564.003",142,30,0,1,3.33,0,0,1,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2007,"Tucannon","TUCR","522.100.068",126,644,0,27,4.19,0,20,7,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2006,"Imnaha","BSHEEC","522.308.032",129,40,0,4,10,0,4,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2006,"Clearwater","CLWRSF","522.224.120.031",126,25,0,1,4,0,0,1,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2006,"Clearwater","CROOKP","522.224.120.094.015",135,20,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2006,"Clearwater","CROOKR","522.224.120.094.001",130,30,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2006,"Clearwater","DWORMS","522.224.065",128,197,0,6,3.05,0,2,4,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2006,"Imnaha","IMNTRP","522.308.007",131,150,0,3,2,0,2,1,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2006,"Clearwater","LOLOC","522.224.087",132,35,0,1,2.86,0,1,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2006,"Salmon","LSALR","522.303.140.031",129,37,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2006,"Imnaha","LSHEEF","522.308.032.005.008",136,19,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2006,"Salmon","SALR4","522.303.567",141,37,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2006,"Salmon","SALREF","522.303.552.001",136,33,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2006,"Salmon","SQUAWP","522.303.564.001",139,62,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2006,"Tucannon","TUCR","522.100.070",127,1484,0,115,7.75,1,92,22,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2005,"Imnaha","BSHEEC","522.308.032",136,23,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2005,"Clearwater","CLWRSF","522.224.120.031",132,33,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2005,"Clearwater","CROOKP","522.224.120.094.015",138,79,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2005,"Clearwater","DWORMS","522.224.065",134,113,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2005,"Clearwater","DWORNF","522.224.065.000",133,36,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2005,"Imnaha","IMNTRP","522.308.007",138,571,0,3,0.53,0,3,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2005,"Clearwater","LOLOC","522.224.087",134,27,0,1,3.7,0,0,1,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2005,"Salmon","LSALR","522.303.140",138,76,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2005,"Imnaha","LSHEEF","522.308.032.005.008",141,40,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2005,"Clearwater","MILL2C","522.224.120.052.005",136,1,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2005,"Salmon","SALEFT","522.303.552.029",145,29,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2005,"Salmon","SQAW2C","522.303.564",143,46,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2005,"Tucannon","TUCR","522.100.070",137,322,2,4,1.24,0,2,2,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2004,"Imnaha","BSHEEC","522.308.032",140,7,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2004,"Clearwater","DWORMS","522.224.065",132,84,0,1,1.19,0,0,1,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2004,"Imnaha","IMNTRP","522.308.007",151,167,0,1,0.6,0,1,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2004,"Clearwater","LOLOC","522.224.087",138,7,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2004,"Salmon","LSALR","522.303.140",138,21,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2004,"Imnaha","LSHEEF","522.308.032.005.008",148,26,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2004,"Clearwater","MEAD2C","522.224.120.053.014",144,30,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2004,"Clearwater","MILL2C","522.224.120.052.005",143,28,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2004,"Clearwater","REDP","522.224.120.101.027",140,311,0,4,1.29,0,0,4,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2004,"Salmon","SALREF","522.303.552",157,14,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2004,"Salmon","SQUAWP","522.303.564.001",147,13,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2004,"Tucannon","TUCR","522.100.066",140,416,0,7,1.68,0,7,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2003,"Imnaha","BSHEEC","522.308.032",144,19,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2003,"Clearwater","CLWRNF","522.224.065.001",105,1,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2003,"Clearwater","CROOKP","522.224.120.094.015",139,1,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2003,"Clearwater","DWORMS","522.224.065",139,80,0,1,1.25,0,0,1,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2003,"Imnaha","IMNTRP","522.308.007",144,368,0,3,0.82,0,2,1,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2003,"Clearwater","LOLOC","522.224.087",140,9,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2003,"Salmon","LSALR","522.303.140",147,7,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2003,"Imnaha","LSHEEF","522.308.032.005.008",148,45,0,1,2.22,0,0,1,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2003,"Salmon","SQAW2C","522.303.564",148,7,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2003,"Salmon","SQUAWP","522.303.564.001",174,8,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2003,"Tucannon","TUCR","522.100.003",148,104,0,3,2.88,0,0,3,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2002,"Imnaha","BSHEEC","522.308.032",145,16,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2002,"Clearwater","CLEARC","522.224.120.004.012",134,66,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2002,"Clearwater","CLWRNF","522.224.065.002",129,1,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2002,"Clearwater","CLWRSF","522.224.120.031",136,107,0,1,0.93,0,0,1,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2002,"Clearwater","CROOKP","522.224.120.094.015",150,36,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2002,"Clearwater","DWORMS","522.224.065",137,391,2,2,0.51,0,0,2,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2002,"Imnaha","IMNTRP","522.308.007",143,155,0,4,2.58,0,4,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2002,"Salmon","LSALR","522.303.140",134,11,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2002,"Imnaha","LSHEEF","522.308.032.005.008",149,34,0,1,2.94,0,1,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2002,"Clearwater","REDP","522.224.120.101.027",147,9,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2002,"Salmon","SQAW2C","522.303.564",148,37,0,1,2.7,0,0,1,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2002,"Salmon","SQUAWP","522.303.564.001",154,64,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2002,"Tucannon","TUCR","522.100.003",144,170,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2001,"Clearwater","AMERR","522.224.120.101",144,3,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2001,"Clearwater","CLEARC","522.224.120.004.001",141,63,1,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2001,"Clearwater","CLWRNF","522.224.065.003",146,2,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2001,"Clearwater","CLWRSF","522.224.120.031",139,107,1,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2001,"Clearwater","CROOKP","522.224.120.094.015",145,22,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2001,"Clearwater","DWORMS","522.224.065",143,339,4,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2001,"Imnaha","IMNTRP","522.308.007",156,222,4,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2001,"Clearwater","LOLOC","522.224.087",145,16,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2001,"Salmon","LSALR","522.303.140",146,12,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2001,"Imnaha","LSHEEF","522.308.032.005.008",178,15,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2001,"Clearwater","NEWSOC","522.224.120.084",154,3,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
2001,"Clearwater","REDP","522.224.120.101.027",145,18,0,0,0,0,0,0,0,0,"Steelhead","Hatchery","Su","MCN-BON","Unknown"
